Product Code/SKU,Product Name,Product Description,Arranger,Difficulty,Ensemble
11614,The Story of the Rose (Heart of My Heart) (TTBB) (arr. BHS),TTBB | Arranged by Barbershop Harmony Society | Available in all territories,Barbershop Harmony Society,1,
8082,The Streets Of New York (TTBB) (arr. Szabo),Arranged by: Burt Szabo,Burt Szabo,2,
7031,The Sunshine Of Your Smile (TTBB) (arr. Diekema),"Arranged by: Diekema, Bill",Bill Diekema,2,
8135,The Sunshine Of Your Smile (TTBB) (arr. Waesche),"Arranged by: Waesche, Ed",Ed Waesche,2,
8105,The Sweetheart Of Sigma Chi (TTBB) (arr. SPEBSQSA),"S.P.E.B.S.Q.S.A., Inc. ",Inc. SPEBSQSA,2,
208539,The Sweetheart of Sigma Chi (TTBB) (arr. Tramack),TTBB | Arranged by Steve Tramack | Print version | Available in all territories,Steve Tramack,,
11103,The Trolley Song (SSAA) (arr. Craig),"from the film Meet Me In St. Louis | SSAA for high voices, arranged by Renee Craig | Available in US and Canada",Renee Craig,2,
200095,The Trolley Song (TTBB) (arr. Craig),"from the film Meet Me In St. Louis | TTBB, arranged by Renee Craig | Available in US and Canada",Renee Craig,2,
7702,The Twelve Days of Christmas (TTBB) (arr. Backwell),Arranged by: Greg Backwell,Greg Backwell,2,
211585,The Very Thought of You (TTBB) (arr. Reimnitz),TTBB | Arranged by Adam Reimnitz (formerly #210127) | as sung by The Sound of the Rockies | Available in USA only,Adam Reimnitz,4,
206240,The Virgin Mary Had A Baby Boy (TTBB) (arr. Gentry),"TTBB, arranged by Tom Gentry | available to all customers  ",Thomas Gentry,1,
210787,The Way You Look Tonight (TTBB) (arr. Hale),TTBB | Arranged by Mark Hale | as sung by Platinum | Available in US and Canada ,Mark Hale,4,TTBB
212076,The Wells Fargo Wagon (TTBB) (arr. Jones),TTBB | Arranged by Howard Jones (formerly #113040) | from Meredith Willson's The Music Man | Available in US and Canada,Howard Jones,2,
7709,The Whiffenpoof Song (TTBB) (arr. Perry),"TTBB, arranged by Lou Perry | Available in US, Canada, and Australia | From the Barbershop Show Tunes series",Louis Perry,1,
7717,There Is A Tavern In The Town (TTBB) (arr. SPEBSQSA),Arranged by: Unknown,,3,
206095,There Is Love Wherever There Is Song (TTBB) (arr. Delehanty),Arranged by: Stephen Delehanty,Stephen Delehanty,3,
212063,There Is Nothin' Like a Dame (TTBB) (arr. Rupay),TTBB and Soloists | Arranged by Pete Rupay (formerly #200840) | from the musical South Pacific | Available Worldwide,Peter Rupay,4,
212099,There Is Nothin' Like A Dame (TTBB) (arr. Speta),TTBB | Arranged by Jarmela Speta (formerly #112826) | ,Jarmela Speta,1,
7062,There Never Was A Gang Like Mine (TTBB) (arr. Haeger),TTBB | Arranged by Warren Haeger | Available in US and Canada,Warren Haeger,2,
210319,There'll Be No New Tunes on This Old Piano (TTBB) (arr. Cokeroft) ,"TTBB, arranged by Gene Cokeroft | as sung by The Suntones  ",Gene Cokeroft,2,
7158,There'll Be No New Tunes On This Old Piano (TTBB) (arr. Gentry),"TTBB, arranged by Tom Gentry | Part of the Barbershop Songs for Men series",Tom Gentry,2,
7043,There'll Be Some Changes Made (TTBB) (arr. Brooks),"Arranged by: Brooks, Chuck",Chuck Brooks,2,
8806,There's A Broken Heart For Every Light On Broadway (TTBB) (arr. Waesche),"Arranged by: Waesche, Ed",Ed Waesche,4,
7075,"There's A Long, Long Trail (TTBB) (arr. Driscoll)",Arranged by: Dennis Driscoll,Dennis Driscoll,2,
7718,There's A Meetin' Here Tonight (TTBB) (arr. Szabo),Arranged by: Burt Szabo,Burt Szabo,4,
8844,There's A New Gang On The Corner (TTBB) (arr. Cokeroft),"TTBB, arranged by Gene Cokeroft | Available for all territories ",Gene Cokeroft,2,
204375,There's A New Gang On The Corner (TTBB) (arr. Connett),"Arranged by: Connett, Floyd",Floyd Connett,2,
7210,There's a Rainbow 'Round My Shoulder (TTBB) (arr. SPEBSQSA),"Bourne Music Publication | TTBB, arranged by SPEBSQSA",,2,
11750,There's a Vacant Chair at Home (TTBB) (arr. Perry),Arranged by: Louis Perry,Louis Perry,2,
7724,There's No Business Like Show Business (TTBB) (arr. Foris) ,"from Annie Get Your Gun | TTBB, arranged by Russ Foris | Thanks to Society volunteer Mike Rosen for converting this arrangement from the original octavo format!",Russ Foris,1,
7187,There's Nobody Else But You (TTBB) (arr. Perry),Arranged by: Louis Perry,Louis Perry,2,
7288,There's Something About An Old Fashioned Girl (TTBB) (arr. Perry),Arranged by: Louis Perry,Louis Perry,2,
7130,There's Something I Like About Broadway (TTBB) (arr. Perry),Bourne TTBB |Arranged by: Louis Perry,Louis Perry,2,
212395,They Call it Canada but I Call it Home (SATB) (arr. Kennedy),"SATB, for mixed voices | Arranged by Beverly Kennedy (formerly #112854) | Print version | Available in US and Canada",Beverly Kennedy,1,
212393,They Call it Canada but I Call it Home (SSAA) (arr. Kennedy),"SSAA, for female voices | Arranged by Beverly Kennedy (formerly #112854) | Print version | Available in US and Canada",Beverly Kennedy,1,
213591,They Didn't Believe Me (TTBB) (arr. Wright),TTBB | Arranged by David Wright | Available in all territories,David Wright,3,
7253,"They Go Wild, Simply Over Me (TTBB) (arr. SPEBSQSA)","TTBB, arranged by SPEBSQSA (Barbershop Harmony Society)",,3,
213500,They Say It's Wonderful (SATB) (arr. Farrell),"SATB, for mixed voices| Arranged by Katie Farrell | Available in US and Canada ",Katie Farrell,1,SATB
213285,They Say It's Wonderful (SSAA) (arr. Farrell),"SSAA, for female voices | Arranged by Katie Farrell | Available in US and Canada ",Katie Farrell,1,SSAA
212131,They Say It's Wonderful (TTBB) (arr. Farrell),TTBB | Arranged by Katie Farrell | Print version | Available in US and Canada ,Katie Farrell,1,
7247,They Were All out of Step but Jim (TTBB) (arr. Engel),Arranged by: Paul Engel,Paul Engel,4,
7727,They Wrote 'Em in the Good Ol' Days (TTBB) (arr. Cokeroft),"TTBB | Arranged by Gene Cokeroft | as sung by The Suntones, featured in ",Gene Cokeroft,4,TTBB
7061,Thirty-Five Years Ago (TTBB),Arranged by: Unknown,,3,
212222,This Can't Be Love (TTBB) (arr. Dale),TTBB | Arranged by Aaron Dale (formerly #206423) | from The Boys from Syracuse | Available in US and Canada,Aaron Dale,5,
212445,This Guy's in Love with You (TTBB) (arr. Wessler),TTBB | Arranged by Dan Wessler | Print version | as sung by Herb Alpert | Available in US and Canada ,Dan Wessler,2,
204458,This Is All I Ask (TTBB) (arr. Haeger) ,"TTBB, arranged by Warren ""Buzz"" Haeger | Available in US and Canada | Sorry, Digital Print (Download) is not available for this item",Warren Haeger,1,
8628,This Little Light of Mine/Do Lord Medley (TTBB) (arr. Hicks),,Val Hicks,1,
8126,Those Riverboat Songs (TTBB) (arr. Pederson),Arranged by: Einar Pedersen,Einar Pedersen,2,
7715,Those Wedding Bells Shall Not Ring Out! (TTBB) (arr. Szabo),Arranged by: Burt Szabo,Burt Szabo,4,
8825,Tie Me To Your Apron Strings Again (TTBB) (arr. Jamison),"TTBB, arranged by Judy Seawood Jamison | Available in US Only",,,
213973,Til I Hear You Sing (SATB) (arr. Hicks),"SATB, for mixed voices | Arranged by Theo Hicks | from LOVE NEVER DIES | Available in US and Canada",Theo Hicks,4,SATB
213971,Til I Hear You Sing (SSAA) (arr. Hicks),"SSAA, for female voices | Arranged by Theo Hicks | from LOVE NEVER DIES | Available in US and Canada",Theo Hicks,4,SSAA
211562,Til I Hear You Sing (TTBB) (arr. Hicks),TTBB | Arranged by Theo Hicks (formerly #209226) | from LOVE NEVER DIES | Available in US and Canada *International customers may purchase a digital version of this arrangement through ,Theo Hicks,4,TTBB
7011,"Til Tomorrow (from ""Fiorello!"") (TTBB) (arr. Meyer)","TTBB, arranged by Bob Meyer | Available in US and Canada Composed by Jerry Bock and Sheldon Harnick",Bob Meyer,2,
211643,"Till There Was You (from ""The Music Man"") (SSAA) (arr. Payne)","SSAA, for female voices | Arranged by Roger Payne (formerly #200275) | from Meredith Willson's The Music Man | Available in US and Canada",Roger Payne,3,
212432,"Till There Was You (from ""The Music Man"") (TTBB) (arr. Payne)",TTBB | Arranged by Roger Payne (formerly #200274) | from Meredith Willson's The Music Man | Available in US and Canada,Roger Payne,3,
6269,"Till There Was You (from ""The Music Man"")(TTBB) (arr. Diekema) ","TTBB, arranged by Willis Diekema | Available in US and Canada",Willis Diekema,2,
211927,Till There Was You (TTBB) (arr. Rund),TTBB | Arranged by Robert Rund | from the Meredith Willson's The Music Man  ,Robert Rund,4,
7073,Till We Meet Again (TTBB) (arr. Perry),Arranged by: Louis Perry,Louis Perry,2,
212406,Time After Time (SSAA) (arr. Wright),"SSAA, for female voices | Arranged by David Wright (formerly # 114591) | from the  Metro-Goldwyn-Mayer pitcure It Happened in Brooklyn | Available US and Canada",David Wright,3,
7307,Time After Time (TTBB) ,"TTBB, for low voices | Arranged by the Barbershop Harmony Society | With appreciation to Society Volunteer Doug Arrington for updating this publication from its original octavo format",,3,
211602,Time After Time (TTBB) (arr. Wright),TTBB | Arranged by David Wright (formerly # 200529) | from the  Metro-Goldwyn-Mayer pitcure It Happened in Brooklyn | Available US and Canada,David Wright,3,
213941,Timshel (SATB) (arr. Gillis & Macdonald) ,"SATB, for mixed voices | Arranged by Katie Gillis & Katie Macdonald | as sung by GQ quartet | Available in USA and Canada (SSAA version of this arrangement is featured on ",Katie Gillis & Katie Macdonald,3,SATB
213940,Timshel (SSAA) (arr. Gillis & Macdonald) ,"SSAA, for female/high voices | Arranged by Katie Gillis & Katie Macdonald | as sung by GQ quartet | Available in USA and Canada (This arrangement is featured on ",Katie Gillis & Katie Macdonald,3,SSAA
214059,Timshel (TTBB) (arr. Gillis & Macdonald) ,"TTBB, for male/low voices | Arranged by Katie Gillis & Katie Macdonald | as sung by GQ quartet | Available in USA and Canada (SSAA version of this arrangement is featured on ",Katie Gillis & Katie Macdonald,3,TTBB
212220,Tin Roof Blues (TTBB) (arr. Gray),"TTBB | Arranged by Don Gray (formerly #114362) | Available in USA, Canada, United Kingdom, and Ireland",Don Gray,1,
7401,Tin Roof Blues (TTBB) (arr. Gray) - Old Version,TTBB | Arranged by Don Gray | Available in USA only ,Don Gray,2,
209832,To Make You Feel My Love (TTBB) (arr. Dale),"TTBB, arranged by Aaron Dale | As sung by THROWBACK QUARTET | Available in the US and Canada",Aaron Dale,3,
214224,Tomorrow Is Promised To No One (TTBB) - arr. Robert Rund,"A tribute to Fred King, composed and arranged by Robert Rund | TTBB, for low voices   ",Robert Rund,2,
7305,Too Many Parties And Too Many Pals (TTBB),Arranged by: Unknown,,3,
211170,Too Old (TTBB) (arr. Gray),"TTBB | Arranged by Don Gray | Print version | parody of ""Too Young"" | Available in USA only ",Don Gray,2,
7201,"Toot, Toot, Tootsie (TTBB) (arr. Szabo)","TTBB, arranged by Burt Szabo",Burt Szabo,4,
212196,Top of the World (TTBB) (arr. Hohl),TTBB | Arranged by John Hohl (formerly #114117) | Available in US and Canada,John Hohl,3,
206242,Toyland (TTBB) (arr. Waesche),"TTBB, arr. Ed Waesche ",Ed Waesche,1,
7519,Trick Or Treat (TTBB),"TTBB, written and arranged by Dick Floersheimer | from the Barbershop Songs for Men Series (J-19) | Thanks to Society Volunteer Mike Rosen for converting this arrangement from its original octavo version!",,2,
203371,"True Love (from ""High Society"") (SSAA) (arr. Hicks)","SSAA | Arranged by Val Hicks | Available in US, Canada, and Australia",Val Hicks,1,SSAA
8810,"True Love (from ""High Society"") (TTBB) (arr. Hicks)","TTBB | Arranged by Val Hicks | Available in US, Canada, and Australia",Val Hicks,1,TTBB
7069,Tuck Me to Sleep in My Old 'Tucky Home (TTBB) (arr. Steinkamp),Bourne Music Publication | TTBB Arranged by Lloyd Steinkamp,,,
7076,Twas Only An Irishman's Dream (TTBB) (arr. Brown),"Arranged by: Brown, Sherry",Sherry Brown,2,
212521,Unbelievable (SSAA) (arr. Dale),"SSAA | Arranged by Aaron Dale (formerly #206408) | for O.C. Times, for female voices | Available in US and Canada",Aaron Dale,4,SSAA
212211,Unbelievable (TTBB) (arr. Dale),TTBB | Arranged by Aaron Dale (formerly #205698) | for O.C. Times | Available in US and Canada,Aaron Dale,4,TTBB
212171,Unchained Melody (TTBB) (arr. Keller),TTBB | Arranged by Kevin Keller (formerly #114524) | from the Motion Picture Unchained | Available Worldwide,Kevin Keller,3,TTBB
212072,Undecided (8-Part M/W) (arr. Wright),8-part Mixed (TTBB and SSAA) | Arranged by David Wright (formerly #112967) | Available in US and Canada,David Wright,4,
213462,Under the Boardwalk (SATB) (arr. BHS),"SATB, for mixed voices | Arranged by the Barbershop Harmony Society (SPEBSQSA) | Available in US and Canada ",Barbershop Harmony Society,1,
11760,Under the Boardwalk (SSAA) (arr. BHS),"SSAA, for female voices | Arranged by the Barbershop Harmony Society (SPEBSQSA) | Available in US and Canada ",Barbershop Harmony Society,1,
8605,Under the Boardwalk (TTBB) (arr. BHS),TTBB | Arranged by the Barbershop Harmony Society (SPEBSQSA) | Available in US and Canada ,Barbershop Harmony Society,1,
204380,Violets Sweet (TTBB) (arr. Thorne),"Arranged by: Thorne, Frank",Frank Thorne,,
7517,VO-DE-O-DO (TTBB) (arr. Lyne),Arranged by: Gregory Lyne,Gregory Lyne,2,
204391,Wagon Medley (TTBB) (arr. Embury),"TTBB for low voices, arranged by Phil Embury | Contains Wait For The Wagon, Old Gray Mare, Seeing Nellie Home, Bring the Wagon Home, John, and Goodnight, Ladies | From Songs For The Chorus, Book I",Phil Embury,3,
212741,Wagon Wheel (TTBB) (arr. Dale),TTBB | Arranged by Aaron Dale | as sung by OC Times | Available in US and Canada ,Aaron Dale,3,
7739,Wagon Wheels (TTBB) (arr. Szabo),"TTBB, arranged by Burt Szabo | from the  Barbershop Show Tunes series | Thanks to Society Volunteer Mike Rosen for converting this arrangement from the original octavo format!",Burt Szabo,2,
8050,"Wait Till The Sun Shines, Nellie (TTBB) (arr. Haeger)","TTBB, arranged by Warren ""Buzz"" Haeger | as sung by The Four Renegades | from the Harmony Heritage Songs series | With deep appreciation to our volunteer publications team for updating this publication to the full-size format",Warren Buzz Haeger,2,
7101,"Wait Till You Get Them Up In The Air, Boys (TTBB) (arr. Gray)",Arranged by: Don Gray,Don Gray,2,
8118,Waiting For The Robert E. Lee (TTBB),Arranged by: Rob Campbell,Rob Campbell,2,
212165,Walking On Sunshine (SSAA) (arr. Dale),SSAA | Arranged by Aaron Dale (formerly #202206) | for the Pride of Baltimore Chorus | Available Worldwide,Aaron Dale,3/4,SSAA
212522,Walking on Sunshine (TTBB) (arr. Dale),TTBB | Arranged by Aaron Dale (formerly #203827) | for the Pride of Baltimore Chrorus | Available Worldwide,Aaron Dale,3/4,TTBB
7131,We Kinda Miss Those Good Old Songs (TTBB) (arr. Perry),"TTBB, arranged by Lou Perry| a Bourne Music publication",Louis Perry,2,
206244,We Need a Little Christmas (TTBB) (arr. Briner) ,TTBB | Arranged by David Briner | from the musical Mame ,Dave Briner,1,
204729,We Sing That They Shall Speak (TTBB) ,"Words and Music by Clarence Burgess | TTBB, arranged by the Barbershop Harmony Society | With appreciation to the BHS publications volunteer team for converting this arrangement from the original octavo format!",Barbershop Harmony Society,1,
7380,We'll Meet Again (TTBB) (arr. Roose),TTBB | Arranged by Kirk Roose | Available in US and Canada  ,Kirk Roose,2,
7547,We'll Sing Another Jolson Song (TTBB) (arr. Szabo),Arranged by: Burt Szabo,Burt Szabo,2,
7682,We're Behind You All The Way (TTBB) (arr. Szabo),WE'RE BEHIND YOU ALL THE WAY,Burt Szabo,4,
7161,What A Wonderful Wedding That Will Be (TTBB) (arr. Liles),Arranged by: Joe Liles,Joe Liles,2,
212426,What a Wonderful World (SSAA) (arr. Long),"SSAA, for female voices | Arranged by Bob Long (formerly #114150) | Available in US and Canada",Bob Long,1,
211630,What a Wonderful World (TTBB) (arr. Long),TTBB | Arranged by Bob Long (formerly #113387) | Available in US and Canada,Bob Long,1,
7520,What Ever Happened To Mary? (TTBB) (arr. Senter),Arranged by: DUPLICATE see 509971 Senter,,2,
213355,What Makes You Beautiful (TTBB) (arr. Dan Wessler),TTBB | Arrangement by Dan Wessler | Available in US and Canada ,Dan Wessler,3,TTBB
7248,What! No Women? (TTBB) (arr. Waesche),"Bourne Music Publication|Arranged by: Waesche, Ed",Ed Waesche,4,
213412,What'll I Do? (SATB) (arr. Waesche & Craig),"SATB, for mixed voices | Arrangement by Ed Waesche and Renee Craig | Available in US and Canada ",Ed Waesche & Renee Craig,2,SATB
202669,What'll I Do? (SSAA) (arr. Waesche & Craig),"SSAA, for female voices | Arranged by Renee Craig and Ed Waesche | from the Gold Medal Series, as sung by Platinum | Available in US and Canada",Ed Waesche,2,
8836,What'll I Do? (TTBB) (arr. Waesche & Craig) ,TTBB | Arranged by Ed Waesche & Renee Craig |from the Gold Medal Series  | Available in US and Canada  ,Ed Waesche,2,
211653,Whatever Happened to Randolph Scott (TTBB) (arr. Comfort),TTBB | Arranged by Webb Comfort (formerly #113078) | Available in US and Canada,Webb Comfort,1,
213220,When Christmas Comes Around (SATB) (arr. Scott),"SATB, for mixed voices | Arranged by Adam Scott | as sung by Cody Fry | Available in USA only | International Customers, please see 213220DL . A fresh original for the holiday season, this chart features all the trimmings of an instant holiday classic! Arranger Adam Scott perfectly captures all the charm and fun of original artist/songwriter Cody Fry's stellar 2018 holiday release. Available for men's, women's, and mixed ensemble, add this fantastic chart to your quartet or chorus holiday repertoire for a guaranteed audience-pleaser this season! ",Adam Scott,3,SATB
